name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
cincinnati,1/31/23,27.8,23.6,25.7,22.3,13.3,17.5,18.4,74.2,0.004,100,8.33,snow,0,0.1,,11.3,4.5,1027.8,99.6,8.3,137.4,12,2,,2023-01-31T07:45:46,2023-01-31T17:57:40,0.33,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/1/23,31.6,17.6,25,31.6,10.5,21.4,11.7,58.2,0,0,0,,0,0,,9.2,12.5,1029.2,20.3,9.9,140.6,12.3,2,,2023-02-01T07:44:53,2023-02-01T17:58:50,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/2/23,36.7,20.2,29.5,30.2,20.2,25.3,17.5,62,0,0,0,,0,0,16.1,13,221.9,1023.8,11.4,9.8,134.5,11.7,2,,2023-02-02T07:43:58,2023-02-02T18:00:00,0.4,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/3/23,32.7,18.7,24.5,24.1,8.6,15.1,9.8,53.6,0,0,0,,0,0,31.1,15.4,337.2,1031.3,32.4,9.9,139.2,12.3,2,,2023-02-03T07:43:01,2023-02-03T18:01:11,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/4/23,49.4,15.3,31,44.6,6.4,24.9,14.1,52.9,0,0,0,,0,0,25.8,19,203.9,1029.5,8.1,9.9,132.7,11.6,2,,2023-02-04T07:42:03,2023-02-04T18:02:21,0.46,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/5/23,52.8,37.7,45.4,52.8,31.2,41,28.8,52.7,0,0,0,,0,0,29.5,20.9,215.8,1018.3,45.7,9.9,121.6,10.5,2,,2023-02-05T07:41:04,2023-02-05T18:03:32,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/6/23,47.6,31.8,38.6,47.6,24.9,35.1,27.9,66.9,0,0,0,,0,0,,9.1,20.3,1023.3,24.5,9.5,52.9,4.3,1,,2023-02-06T07:40:02,2023-02-06T18:04:42,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/7/23,58.5,33.9,48.1,58.5,30.6,46.6,37.9,68.9,0.044,100,29.17,rain,0,0,24.4,13.9,226.5,1019.9,70.8,9.6,39.5,2.7,1,,2023-02-07T07:39:00,2023-02-07T18:05:52,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/8/23,54.7,29.2,44.7,54.7,29.2,43,37,77.3,0.093,100,20.83,rain,0,0,,11.7,41.1,1024,63.2,7.9,56.9,4.3,2,,2023-02-08T07:37:55,2023-02-08T18:07:02,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/9/23,70.1,42.7,56.2,70.1,35.4,54.2,46.5,72,0.09,100,29.17,rain,0,0,49.4,30.8,218.1,1010.3,92,9.4,49.5,3.6,1,,2023-02-09T07:36:50,2023-02-09T18:08:11,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/10/23,47.2,28.4,40.8,41.6,28.4,35.5,32.1,71.3,0,0,0,,0,0,26.2,18.1,269.5,1024.5,85,9.6,50.6,3.6,1,,2023-02-10T07:35:43,2023-02-10T18:09:21,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/11/23,43.8,21.7,31.5,42.8,21.7,30,21.2,69.6,0,0,0,,0,0,,7.2,25.8,1028.5,18.8,7,73.5,5.7,3,,2023-02-11T07:34:35,2023-02-11T18:10:30,0.7,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/12/23,55.6,23.3,37.8,55.6,18,36.2,17.1,52.9,0,0,0,,0,0,23,15,15.8,1016.9,4.5,9.9,70.7,5.6,3,,2023-02-12T07:33:25,2023-02-12T18:11:39,0.74,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/13/23,60.6,25.7,40.9,60.6,25.7,40.6,22.1,51.9,0,0,0,,0,0,23.6,14.8,274.5,1012.5,3.7,9.9,60.9,4.8,2,,2023-02-13T07:32:14,2023-02-13T18:12:48,0.75,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/14/23,60.7,26.7,45.3,60.7,26.7,45.2,30.6,60.6,0.007,100,8.33,rain,0,0,36.7,19.3,170.8,1013.8,29.9,9.8,58.6,4.4,2,,2023-02-14T07:31:02,2023-02-14T18:13:57,0.81,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/15/23,72.7,53.8,61.3,72.7,53.8,61.3,44.3,55.3,0.002,100,8.33,rain,0,0,36.5,24.2,211.6,1011.1,32.3,9.9,55.6,5.1,2,,2023-02-15T07:29:48,2023-02-15T18:15:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
cincinnati,2/16/23,59.9,46.7,53.7,59.9,45.4,53.1,51.9,93.6,1.513,100,54.17,rain,0,0,35,22.1,226.1,1010.4,86.6,8.6,42.5,4.2,0,,2023-02-16T07:28:33,2023-02-16T18:16:13,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/17/23,45.6,27.8,33.4,38.3,19.9,25.1,22.6,64.5,0.001,100,4.17,rain,0,0,30.6,17.4,314.6,1020.9,93.3,9.9,42.5,4.1,1,,2023-02-17T07:27:18,2023-02-17T18:17:21,0.91,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/18/23,47.1,21,33.3,42.1,13.3,27.3,19.2,58.4,0,0,0,,0,0,22.9,12.6,205,1030.1,10.7,9.9,76.9,7.2,3,,2023-02-18T07:26:01,2023-02-18T18:18:28,0.95,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/19/23,59.6,35.6,47.8,59.6,32.2,46,26.4,45.2,0,0,0,,0,0,32.9,20.4,207.4,1017.5,17.8,9.9,74.1,6.8,3,,2023-02-19T07:24:43,2023-02-19T18:19:35,0.98,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/20/23,61.5,40.3,50.9,61.5,40.3,49.6,37.7,63.2,0.063,100,8.33,rain,0,0,24.2,14.1,219.5,1007.9,67.2,8.8,56.4,5.3,1,,2023-02-20T07:23:24,2023-02-20T18:20:42,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/21/23,54.5,38.4,45.6,54.5,33.9,44.5,28.1,59,0,0,0,,0,0,30.2,20.9,268.7,1008.5,42.1,8.1,68.3,6.3,3,,2023-02-21T07:22:04,2023-02-21T18:21:49,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/22/23,73.8,40.2,56.8,73.8,37.2,56,45.5,67.5,0.274,100,29.17,rain,0,0,36.9,22.9,211,1005.4,83.4,9.5,60.7,5.6,1,,2023-02-22T07:20:43,2023-02-22T18:22:55,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/23/23,72.2,43.2,61.3,72.2,36.5,60.8,50.7,70.9,0.002,100,8.33,rain,0,0,31.7,21.3,244.4,1013.1,40.2,9.9,103.5,8.9,4,,2023-02-23T07:19:21,2023-02-23T18:24:01,0.11,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/24/23,43.7,27.8,35.7,41.9,20.5,29.9,22.2,58.7,0,0,0,,0,0,26.5,16.8,2.7,1033,15.2,9.9,98,8.5,4,,2023-02-24T07:17:58,2023-02-24T18:25:07,0.14,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/25/23,52.4,32,40.2,52.4,26.4,37.6,29.3,66.1,0.04,100,12.5,"rain,snow",0,0,17.2,8.6,328.7,1023.9,34.3,9.7,39.3,3,2,,2023-02-25T07:16:34,2023-02-25T18:26:12,0.18,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/26/23,59.9,29.5,43.8,59.9,29.1,43.5,35.7,76.1,0,0,0,,0,0,17.2,11.4,246.8,1017.2,16.6,8.4,66,5.2,2,,2023-02-26T07:15:09,2023-02-26T18:27:17,0.21,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/27/23,68.5,43.3,56,68.5,43.3,55.6,48.7,78.2,0.27,100,45.83,rain,0,0,43.9,22.4,227.4,999.8,96.7,9,21.4,1.3,1,,2023-02-27T07:13:44,2023-02-27T18:28:22,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,2/28/23,56.4,38.1,47.7,56.4,38,45.4,39,72,0,0,0,,0,0,32.2,21.3,308.7,1010.2,65.8,9.9,32.3,2.3,1,,2023-02-28T07:12:18,2023-02-28T18:29:26,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/1/23,78.8,36.1,56.7,78.8,34.2,55.9,40.6,63,0.102,100,16.67,rain,0,0,30.1,19.4,219.1,1008.1,22.5,9.6,65,5.1,3,,2023-03-01T07:10:51,2023-03-01T18:30:30,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/2/23,56.8,42,48.7,56.8,38.8,47.7,37.1,65.1,0,0,0,,0,0,,9.6,4.4,1011.5,25.4,9.9,39.2,3,1,,2023-03-02T07:09:23,2023-03-02T18:31:34,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/3/23,57.4,38.6,45.4,57.4,29.3,40.4,41.1,85.6,1.922,100,70.83,rain,0,0,53.6,36.6,177.9,997.3,90.6,6.9,10.2,0.1,0,,2023-03-03T07:07:55,2023-03-03T18:32:37,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/4/23,56.6,38.6,44.9,56.6,28.8,41.4,33,66,0.003,100,12.5,rain,0,0,29.3,19.8,275.5,1014.2,48.4,9.9,52.3,4,3,,2023-03-04T07:06:26,2023-03-04T18:33:40,0.41,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/5/23,59.7,31.2,45.1,59.7,27.8,44.6,34,69.5,0,0,0,,0,0,,9,35.6,1023.4,5.3,9.4,84.1,6.9,5,,2023-03-05T07:04:57,2023-03-05T18:34:43,0.44,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/6/23,75.3,36.6,55.2,75.3,33.2,55,39.4,59,0,0,0,,0,0,34.4,22.9,223.6,1014.9,19.5,9.9,88.3,7.3,5,,2023-03-06T07:03:26,2023-03-06T18:35:45,0.47,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/7/23,50.9,36.3,45.6,50.9,29.2,40.5,30.8,58.3,0,0,0,,0,0,26.8,16.8,13.9,1024.1,52.2,9.9,34.4,2.6,1,,2023-03-07T07:01:56,2023-03-07T18:36:48,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/8/23,51.3,30.3,39.2,51.3,23.7,33.8,21,48.9,0,0,0,,0,0,20.8,13.5,53.1,1031.4,15.5,9.9,45.3,3.5,2,,2023-03-08T07:00:25,2023-03-08T18:37:50,0.54,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/9/23,52.9,30.3,42.6,52.9,24,38.8,29.2,61.7,0.063,100,12.5,rain,0,0,24.2,12.4,62.2,1024.1,48.5,9.7,69.5,5.6,4,,2023-03-09T06:58:53,2023-03-09T18:38:51,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/10/23,43.9,37.6,40.8,43.9,28.7,34.5,35.7,82.1,0.011,100,8.33,rain,0,0,31.2,20.4,283.7,1014.4,100,9.1,8.8,0,0,,2023-03-10T06:57:21,2023-03-10T18:39:53,0.61,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/11/23,43.8,35.5,38.9,42.8,27.9,34.1,25.9,59.7,0,0,0,,0,0,20.8,10.5,41.2,1017.9,68.3,9.9,45,3.4,2,,2023-03-11T06:55:48,2023-03-11T18:40:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/12/23,38.7,32.9,36.3,35.4,26,31,32.2,85.4,0.028,100,12.5,"rain,snow",0,0,18.3,11.6,35.9,1012,100,7.4,16.7,1,1,,2023-03-12T07:54:16,2023-03-12T19:41:55,0.68,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/13/23,37.8,32.6,34.8,36.9,22.6,27.6,26.6,72.4,0.021,100,8.33,"rain,snow",0,0,27.7,16.9,283.7,1017.3,100,9.3,31.2,2.2,1,,2023-03-13T07:52:42,2023-03-13T19:42:56,0.72,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/14/23,36.7,27.3,31.5,30.8,20.1,24.2,19.9,62.3,0,0,0,,0,0,23.8,16.2,322.1,1025.3,81,8.9,55.8,4.6,1,,2023-03-14T07:51:09,2023-03-14T19:43:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
cincinnati,3/15/23,50.7,18.6,33.8,50.7,18.6,33.3,18.9,62,0,0,0,,0,0,,8.1,218.4,1027,3.4,9.8,104.1,8.8,6,,2023-03-15T07:49:35,2023-03-15T19:44:57,0.79,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
cincinnati,3/16/23,62.6,29.7,46,62.6,27.6,45.4,25.4,49.4,0,0,0,,0,0,24.2,16.7,200.9,1016.5,42.3,9.9,77.9,6.6,3,,2023-03-16T07:48:01,2023-03-16T19:45:57,0.82,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
cincinnati,3/17/23,59.9,31.6,43.7,59.9,26.4,38.4,36.6,78.3,0.245,100,41.67,rain,0,0,40,27.3,243.1,1007.6,94.3,8.1,90.2,7.5,1,,2023-03-17T07:46:27,2023-03-17T19:46:57,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/18/23,35.5,22.7,29.8,25.8,11,20.2,18,62.5,0,0,0,,0,0,30.5,22,270.7,1018,58.1,9.5,76.2,7,1,,2023-03-18T07:44:52,2023-03-18T19:47:57,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
cincinnati,3/19/23,37.6,19.5,27.3,31.6,8.9,19.5,11.5,52.4,0,0,0,,0,0,21.9,13.4,274.3,1027.5,42.9,9.9,159.8,14.4,6,,2023-03-19T07:43:18,2023-03-19T19:48:56,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/20/23,50.7,20.9,34.7,50.7,20.9,32.3,17.4,55,0,0,0,,0,0,19.7,13.9,215.8,1027.5,0.7,9.9,156.5,14.1,5,,2023-03-20T07:41:43,2023-03-20T19:49:56,0.96,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/21/23,60.3,24.8,42.8,60.3,24.8,42.6,21.8,49.8,0,0,0,,0,0,37.2,27.3,211.1,1026.1,36.5,9.9,135.4,12.3,3,,2023-03-21T07:40:08,2023-03-21T19:50:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/22/23,53.6,44.1,48.9,53.6,39.5,46.4,44.5,85,0.013,100,8.33,rain,0,0,25.3,19.1,190.1,1021.5,100,8.4,96.5,9.2,1,,2023-03-22T07:38:33,2023-03-22T19:51:54,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/23/23,70.6,52.9,62.1,70.6,52.9,62.1,56,81.2,0.406,100,29.17,rain,0,0,33.1,21.8,220.4,1013.9,97.6,8.9,112.7,10.5,3,,2023-03-23T07:36:58,2023-03-23T19:52:54,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/24/23,52.8,43.8,47.8,52.8,37.9,45.1,47,97.1,1.147,100,87.5,rain,0,0,29.1,16.1,38.9,1012.3,100,6.1,100.7,9.6,1,,2023-03-24T07:35:23,2023-03-24T19:53:52,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/25/23,61.8,41.6,50.9,61.8,36.1,48.8,42.6,75.9,0.791,100,45.83,rain,0,0,48.6,31,250.7,1003.9,65.7,8.5,130.6,11.4,4,,2023-03-25T07:33:48,2023-03-25T19:54:51,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/26/23,64.4,31.5,47.5,64.4,31.5,47.5,35.9,70,0,0,0,,0,0,18.3,10.2,162.3,1016.1,7.1,8.7,138.2,12.5,5,,2023-03-26T07:32:13,2023-03-26T19:55:50,0.16,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/27/23,56.8,44.6,50.1,56.8,40.7,48.8,41.3,72.3,0.02,100,12.5,rain,0,0,25.6,15.9,311,1016.2,70.5,9.8,125,11.3,3,,2023-03-27T07:30:39,2023-03-27T19:56:49,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/28/23,51.4,35.2,43.8,51.4,31,41.6,35.2,74,0,0,0,,0,0,17.1,12.6,4.7,1023.6,58.9,9.5,154.5,14,5,,2023-03-28T07:29:04,2023-03-28T19:57:47,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/29/23,57.3,30.3,43.3,57.3,29.2,42.5,30.8,68.7,0,0,0,,0,0,23.7,16.9,283,1024.5,34.6,7.1,160.7,14.5,6,,2023-03-29T07:27:29,2023-03-29T19:58:46,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/30/23,60.9,31.2,45.3,60.9,25.8,43.3,28.4,54.9,0,0,0,,0,0,,10.7,125.6,1025.4,4.4,9.9,147.2,13.1,5,,2023-03-30T07:25:55,2023-03-30T19:59:45,0.29,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,3/31/23,62.4,44.5,52.1,62.4,41.7,51.5,48.3,87.1,0.623,100,66.67,rain,0,0,27.1,15.1,188.7,1013.1,84.3,7.3,99,9.3,1,,2023-03-31T07:24:21,2023-03-31T20:00:43,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/1/23,65,40.5,51.7,65,33.9,48.8,42.6,73.1,0.123,100,20.83,rain,0,0,54.8,32.1,254.6,1006,73.5,9.1,160.1,14.3,5,,2023-04-01T07:22:47,2023-04-01T20:01:41,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/2/23,53.2,38.6,44.3,53.2,33.9,42.1,33.4,65.9,0,0,0,,0,0,16.1,11.5,295.7,1019,63,9.9,147.8,12.9,2,,2023-04-02T07:21:13,2023-04-02T20:02:40,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812"
cincinnati,4/3/23,71.7,39.1,53.6,71.7,39.1,53.5,43.8,71.6,0.023,100,12.5,rain,0,0,24.9,13.4,189.6,1012,41.6,9.9,57.2,4.6,1,,2023-04-03T07:19:40,2023-04-03T20:03:38,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/4/23,76.6,56.3,64.1,76.6,56.3,64.1,57.2,78.7,0,0,0,,0,0,18.3,11,170.3,1011.4,72.3,8.8,35,2.6,1,,2023-04-04T07:18:06,2023-04-04T20:04:37,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/5/23,79.3,60.9,70.1,79.3,60.9,70.1,62.3,77.7,0.729,100,37.5,rain,0,0,50.6,19.5,200.9,1012.4,58.9,8.1,27,1.9,1,,2023-04-05T07:16:34,2023-04-05T20:05:35,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/6/23,61.1,42.8,49.6,61.1,39.7,48,36.6,62.1,0.046,100,4.17,rain,0,0,24.2,13.6,339.4,1026.6,92.6,9.9,40.7,3,1,,2023-04-06T07:15:01,2023-04-06T20:06:33,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/7/23,55,37.8,45.7,55,34.2,44.1,32.6,63.3,0,0,0,,0,0,17.2,12.8,49.4,1031.8,14.3,9.4,65,5.1,2,,2023-04-07T07:13:29,2023-04-07T20:07:32,0.55,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/8/23,57.8,35.3,45.9,57.8,29.7,44.1,28.9,56.3,0,0,0,,0,0,20.9,14.8,51.7,1029.8,13.1,9.6,70.4,5.9,2,,2023-04-08T07:11:58,2023-04-08T20:08:30,0.59,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458,F2834"
cincinnati,4/9/23,64.5,31.5,48.9,64.5,28.6,48.3,30.9,55.9,0,0,0,,0,0,24.2,15.5,53.9,1030.2,4.6,9.8,175.8,15.2,6,,2023-04-09T07:10:27,2023-04-09T20:09:28,0.62,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/10/23,69.7,35.4,52.7,69.7,32.5,52.6,33.4,55,0,0,0,,0,0,,7.4,259.4,1028.8,7.3,9.6,123.6,10.4,6,,2023-04-10T07:08:56,2023-04-10T20:10:27,0.66,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/11/23,73.9,37,55.7,73.9,37,55.7,37.8,58,0,0,0,,0,0,29.8,10.3,262.3,1025.5,2,9.8,130.5,11,6,,2023-04-11T07:07:26,2023-04-11T20:11:25,0.7,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
cincinnati,4/12/23,77.7,41.8,60.7,77.7,41.8,60.7,43.8,59.4,0,0,0,,0,0,19.7,13.8,234.7,1019.7,4.3,9.5,173.8,14.7,6,,2023-04-12T07:05:56,2023-04-12T20:12:24,0.73,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
